symbol,date,open,high,low,close,usd_volume,crypto_volume,usd_volume_mil
USD1,2025-04-12,1.00002835180601,1.00060411116632,0.99974541135013,0.999840018733006,245642.987303799,245651.092642447,0.245642987303799
USD1,2025-04-13,0.999840018733006,1.00067068315719,0.999723859705488,1.00001614791046,390714.711558842,390740.990273576,0.39071471155884197
USD1,2025-04-14,1.00001614791046,1.00067283766379,0.998756363474541,0.999974958642132,326884.850842694,326905.642510746,0.326884850842694
USD1,2025-04-15,0.999974958642132,1.0007881247023,0.998890825565768,0.999790283419274,195611.684878329,195626.010772165,0.195611684878329
USD1,2025-04-16,0.999790283419274,1.00011116149838,0.99905682077534,0.999713753527874,390304.222951553,390376.873456776,0.390304222951553
USD1,2025-04-17,0.999713753527874,1.00050947729139,0.999309162299944,1.00007460795582,161042.816918428,161068.37928125,0.161042816918428
USD1,2025-04-18,1.00007460795582,1.00037551140724,0.998869964987751,1.00037551140724,53480.4043360936,53505.4501745038,0.0534804043360936
USD1,2025-04-19,1.00037551140724,1.00149177114304,0.999128878757809,0.999759735002416,45573.8073104133,45579.1279396956,0.0455738073104133
USD1,2025-04-20,0.999759735002416,1.00069360599622,0.998592546083777,0.999751509470949,92670.9028554623,92703.1044990323,0.0926709028554623
USD1,2025-04-21,0.999751509470949,1.00022775784695,0.998846431367317,0.999965170157511,221130.934878913,221184.209368829,0.221130934878913
USD1,2025-04-22,0.999965170157511,1.00030296385656,0.998985248734836,1.00009216020166,505320.727714091,505347.7934959,0.505320727714091
USD1,2025-04-23,1.00009216020166,1.00036621064535,0.999473078707236,1.00015766685805,395480.774703557,395495.601196801,0.395480774703557
USD1,2025-04-24,1.00015766685805,1.00030989763279,0.99950417956661,1.00019616010629,166653.371278729,166638.795568639,0.166653371278729
USD1,2025-04-25,1.00019616010629,1.00056898368751,0.999895888220108,1.0000560374925,343584.276996511,343533.870061338,0.34358427699651095
USD1,2025-04-26,1.0000560374925,1.00101038350371,0.999853879760525,1.00023064004276,207763.872018344,207729.11454431,0.207763872018344
USD1,2025-04-27,1.00023064004276,1.00115318239083,0.99991977029595,0.999971359418074,218645.348275512,218621.89821208,0.218645348275512
USD1,2025-04-28,0.999971359418074,1.00028539568637,0.999971359418074,1.00012189129463,172259.916634488,172232.429891843,0.172259916634488
USD1,2025-04-29,1.00012189129463,1.00028560017033,1.00002027704142,1.00022074641919,201161.165062882,201133.765253203,0.201161165062882
USD1,2025-04-30,1.00022074641919,1.00025935604034,0.999972996215018,1.00018470980154,829913.798619902,829723.915361376,0.829913798619902
USD1,2025-05-01,1.00018470980154,1.00023817449826,0.999914040692089,1.00015517309819,82937.1114105056,82927.5109403891,0.08293711141050561
USD1,2025-05-02,1.00015517309819,1.00037120280257,1.00013274708987,1.0003651929243,78999.5864924598,78978.7375249206,0.0789995864924598
USD1,2025-05-03,1.0003651929243,1.0003651929243,0.999995864928062,1.00021669137637,20922.5683949828,20920.8542689861,0.020922568394982802
USD1,2025-05-04,1.00021669137637,1.00134798130352,1.0001302549265,1.0001302549265,35631.4844310826,35609.8462693068,0.0356314844310826
