date,symbol,open,high,low,close,usd_volume,crypto_volume,return,return_2w,return_4w,usd_v_7d,usd_v_14d,momentum_14,volatility_14,VaR_5,drawdown,strev_daily,strev_weekly,pos_avg,neg_avg,neu_avg,comp_avg,sentiment_index,ols_predicted_return,ols_strategy_signal,ols_strategy_return,ridge_predicted_return,ridge_strategy_signal,ridge_strategy_return,gradientboosting_predicted_return,gradientboosting_strategy_signal,gradientboosting_strategy_return,ew_strategy_signal,ew_strategy_return
2025-04-08,AAVE,132.010048878869,136.057457799975,123.56970583772,125.230660385504,266664986.37787,2041641.55574627,-0.0513550941836684,-0.0290561062814491,-0.1757294289164281,0.1755414074611323,0.2685345154224805,-0.0229925179390676,1.085771301793136,-0.0875807500430706,-0.8010543500526084,-0.0527207276159634,-0.0513550941836684,0.5594693500995636,0.0238805159013718,0.4166501235216856,0.9696383627013968,0.9696383627013968,-0.051355094183670374,0,-0.0,-0.04444436748498478,0,-0.0,-0.05074554028270925,0,-0.0,1,-0.0513550941836684
2025-04-15,AAVE,137.667721917696,142.22129067608,133.740348807679,134.237803693864,151269493.637966,1097587.51756614,-0.0249144692456126,-0.0349518132041023,-0.0166416197950846,-0.3248951436193437,-0.3586945242582295,-0.329679656045572,1.4570991885807785,-0.091961409771491,-0.7867452984662414,-0.0252300879811482,-0.0249144692456126,0.587689981341362,0.0541351364044239,0.3576748956601659,0.9967543319886034,0.9967543319886034,-0.024914469245615207,0,-0.0,-0.023280455409869692,0,-0.0,-0.025799493943419363,0,-0.0,1,-0.0249144692456126
2025-04-25,AAVE,167.971378544124,170.618234192116,163.326183088161,166.676580109288,225926552.695741,1352139.66926542,-0.0077084467964634,-0.0087058938552118,0.1661693670599975,0.3812049918995974,0.3645378172929092,-0.0892032513671632,0.8341911450831595,-0.091961409771491,-0.7352119643961476,-0.0077383104396643,-0.0077084467964634,0.3834553534537553,0.0101921068251249,0.6068525489252061,0.7728629683353903,0.7728629683353903,-0.00770844679646632,0,-0.0,-0.005085211310728654,0,-0.0,-0.007509370125897285,0,-0.0,1,-0.0077084467964634
2025-05-09,AAVE,206.326815073841,220.484657806304,202.86401652365,211.363822053473,342822268.000871,1638810.98931586,0.0244127598142265,0.2272652626195248,0.1909440297744109,0.5541561700100495,0.5711031994698281,0.2634513204368547,1.0421443806674588,-0.0513582485719075,-0.664220304960873,0.0241195311561575,0.0244127598142265,0.3860902997693047,0.0166368757839372,0.5972728271133965,0.7512031711911269,0.7512031711911269,0.024412759814224243,1,0.0244127598142265,0.04375052627511221,1,0.0244127598142265,0.023979508554653063,1,0.0244127598142265,1,0.0244127598142265
2025-05-15,AAVE,229.497244770472,235.149473355038,217.017123296751,223.830361818229,317559187.434916,1405197.18897467,-0.0246925968889546,-0.0534342384108944,0.0118566600167424,0.0759320988023546,0.3061890516971104,0.2283450720126203,1.1299862221189545,-0.034649273332066,-0.6444155395107862,-0.0250025724341395,-0.0246925968889546,0.360600637483624,0.0271941803044852,0.611705181815351,0.7440562129667592,0.7440562129667592,-0.024692596888957176,0,-0.0,-0.02475949643045895,0,-0.0,-0.025824700283564702,0,-0.0,1,-0.0246925968889546
2025-05-16,AAVE,223.830361818229,244.98619952364,221.730016463368,231.146795716971,330706506.548106,1405540.52508052,0.0326874059413067,0.0071876721140977,0.0418651655741211,0.144544207394194,0.3140103045031566,0.2681075044549401,1.1310242913789672,-0.034649273332066,-0.6327924059043547,0.0321645363476005,0.0326874059413067,0.6207848601341248,0.0327016907528741,0.3460134512521327,0.9898826772018708,0.9898826772018708,0.032687405941304405,1,0.0326874059413067,0.02505200507515358,1,0.0326874059413067,0.03294117887459642,1,0.0326874059413067,1,0.0326874059413067
2025-05-20,AAVE,247.904939007571,270.323495020952,246.866267879671,259.606360555935,649285645.298619,2479946.57640443,0.0472012441349813,0.1172467119373334,0.1231233370581155,0.7789566227277831,0.8141496493927214,0.4262420242085849,1.1596057114325335,-0.0366098484409754,-0.587580581526217,0.0461211236714621,0.0472012441349813,0.5268079481124878,0.0242310323179699,0.4489610214903951,0.7132764208238427,0.7132764208238427,0.04720124413497934,1,0.0472012441349813,0.04903873297259657,1,0.0472012441349813,0.04622026661661158,1,0.0472012441349813,1,0.0472012441349813
2025-05-21,AAVE,259.606360555935,261.951887594104,243.700290741653,247.809123835031,410603111.908578,1616311.77639838,-0.0454427876714605,-0.000386499651534,0.1147479400215492,0.160712406064853,0.2523974113517333,0.3958460595013315,1.1803869253195778,-0.0383049802579201,-0.6063220695915084,-0.0465076980332373,-0.0454427876714605,0.5598560698628425,0.08402145980548806,0.3561224592940416,0.8736842403864364,0.8736842403864364,-0.045442787671463335,0,-0.0,-0.03364760248976683,0,-0.0,-0.04431159422873802,0,-0.0,1,-0.0454427876714605
2025-05-23,AAVE,256.714819083875,263.773282638873,239.990526172827,256.150518938002,569074734.904806,2222823.84450159,-0.0021981596071734,0.0336605649294976,0.0332610554813479,0.3917521353639657,0.5286575391791821,0.322108251968114,0.8289167634810761,-0.0383049802579201,-0.5930706480536829,-0.002200579106283,-0.0021981596071734,0.4447023248672485,0.0073523089108057,0.5484453520774841,0.8206497032115212,0.8206497032115212,-0.002198159607175514,0,-0.0,0.0017445054934720852,1,-0.0021981596071734,-0.0022291125949535535,0,-0.0,1,-0.0021981596071734
2025-05-24,AAVE,256.150518938002,276.548115449137,250.947199056512,261.487456521715,508884241.625102,1931829.6285725,0.0208351620985969,0.0185912034796895,0.0072459548439094,0.1951278362073942,0.36980865622672,0.2476118279966137,0.7507674880716368,-0.0383049802579201,-0.5845922090432044,0.0206210786446545,0.0208351620985969,0.5040809354782104,0.0118588878025766,0.4840601700544357,0.9054216453887364,0.9054216453887364,0.020835162098594876,1,0.0208351620985969,0.01708694974234317,1,0.0208351620985969,0.02041440798871538,1,0.0208351620985969,1,0.0208351620985969
2025-05-27,AAVE,267.387777408603,282.545362138378,263.105272548668,271.440327308296,343515906.451431,1249178.37885137,0.0151560775850281,0.0095473358856039,0.0596907179172832,-0.304263399746798,-0.1056979010837402,0.4577566510221069,0.66750751540389,-0.0383049802579201,-0.5687807428943925,0.0150423716919314,0.0151560775850281,0.6414260882139206,0.0061433912693755,0.3524305172716267,0.9985822013995173,0.9985822013995173,0.01515607758502565,1,0.0151560775850281,0.012086850704083557,1,0.0151560775850281,0.015305534401718505,1,0.0151560775850281,1,0.0151560775850281
2025-06-08,AAVE,257.47973935028,257.532987627776,252.32858983436,253.925084957427,126518459.794091,496463.124628103,-0.0138055693307083,0.0110702512676921,-0.0394059180335343,-0.7662617359693833,-0.8885226552909558,0.0586618431552941,0.6996635504116901,-0.0524015844821916,-0.5966060475182998,-0.013901752470994,-0.0138055693307083,0.0868641488966532,0.0543156063850037,0.85882022190094,0.4809485424653222,0.4809485424653222,-0.013805569330710728,0,-0.0,-0.00925922126755356,0,-0.0,-0.013164032415884135,0,-0.0,1,-0.0138055693307083
2025-06-10,AAVE,283.262338624044,317.060288155768,282.809543710872,308.213966786181,795646918.254631,2639285.77663328,0.0880866418152881,0.2137988132911565,0.2272358711427162,1.1153199959293758,1.0275511715269872,0.0268193072599269,0.9961094468011944,-0.0524015844821916,-0.5103608991888832,0.084420779284535,0.0880866418152881,0.1767036518038561,0.1966828531723586,0.6266135052950121,0.4095208904589987,0.4095208904589987,0.08808664181528636,1,0.0880866418152881,0.09177058013152423,1,0.0880866418152881,0.08726859318574574,1,0.0880866418152881,1,0.0880866418152881
2025-07-05,AAVE,266.000519964944,276.537967316816,265.388960625486,273.494763752308,165624216.807193,611521.6328718,0.0281737937518005,-0.0210399617283799,0.0513920204043223,-0.5235321031325739,-0.6539045639442165,-0.0554939961513865,0.9477436844880164,-0.0534424260281953,-0.5655169958825076,0.027784212813775,0.0281737937518005,0.6333434782028198,0.019088754663011,0.3475678058931953,0.9983041850456528,0.9983041850456528,0.028173793751797894,1,0.0281737937518005,0.01957531434274403,1,0.0281737937518005,0.028166361452252917,1,0.0281737937518005,1,0.0281737937518005
2025-07-19,AAVE,324.423454830618,325.516023009742,312.029983275169,319.323870684037,243684177.858477,768449.094381226,-0.0157189132618156,-0.0063611569580753,-0.0243358529430746,-0.6777250182706815,-0.5056538475305814,0.1613556494539481,0.4791491999672275,-0.0510006571668002,-0.4927113312235937,-0.0158437654678964,-0.0157189132618156,0.5835895980993907,0.0202142865171966,0.3961961093977249,0.9970248201616346,0.9970248201616346,-0.015718913261818002,0,-0.0,-0.013768709854377356,0,-0.0,-0.01588708946519094,0,-0.0,1,-0.0157189132618156
2025-07-21,AAVE,324.280255011447,334.462322605097,318.284629584401,322.052735566372,404918518.711363,1239708.81336149,-0.0068691183340668,0.0085457591268995,0.0021302412536921,-0.1844133892502952,-0.0418172047524016,0.1471877144729729,0.4213200592719177,-0.0438296465309372,-0.488376164452425,-0.0068928193263823,-0.0068691183340668,0.578994366645813,0.0102094033576819,0.4102962314104661,0.9441845177472112,0.9441845177472112,-0.00686911833406903,0,-0.0,-0.004901084832733885,0,-0.0,-0.007503872965540703,0,-0.0,1,-0.0068691183340668
2025-07-28,AAVE,304.717188802298,308.65971221353,285.834153108375,288.583663870448,302423247.091008,1015500.5601483,-0.0529458971292804,-0.0208993439257095,0.0089164805794701,-0.1697284728231913,-0.3347004939217939,0.1372715808586186,0.5946186031059527,-0.0542795714924731,-0.5415462603473454,-0.0543990566246668,-0.0529458971292804,0.4794764372554297,0.02142251888129975,0.4993510453669684,0.857728556771673,0.857728556771673,-0.052945897129283014,0,-0.0,-0.041677192860549175,0,-0.0,-0.05314239843967674,0,-0.0,1,-0.0529458971292804
2025-02-05,ADA,0.744396838556267,0.776096603575081,0.725718183734738,0.732456220904012,578125219.825694,770077602.132611,-0.016040661423836,-0.0988380064098751,-0.1816133516657373,-0.5961780625401936,-0.3892374061410706,-0.1266642771778714,0.7413541271542881,-0.101595108434291,-0.753088474223074,-0.0161707053688844,-0.016040661423836,0.5806335167884826,0.0437021871478063,0.375664292614907,0.9841808356409236,0.9841808356409236,-0.016040661423837817,0,-0.0,-0.0256184424709271,0,-0.0,-0.016112005879664163,0,-0.0,1,-0.016040661423836
2025-02-07,ADA,0.705431588547659,0.752953375354356,0.69073538920772,0.707568085279187,664896029.397569,911220805.625339,0.0030286377392407,-0.0339790077748367,-0.1294585967964614,-0.4775662964281757,-0.2118300751710862,-0.1663457860783229,0.7434872360324168,-0.0966155855940395,-0.761478282877145,0.0030240606551873,0.0030286377392407,0.0936266138218343,0.4114462189674377,0.495427183508873,-0.6757692826458708,-0.6757692826458708,0.0030286377392390283,0,0.0,-0.0022878517685687213,0,0.0,0.002657521692388591,0,0.0,1,0.0030286377392407
2025-02-09,ADA,0.700807302583659,0.715275970881312,0.651046856858271,0.683766974651414,478273877.29606,695610218.946047,-0.0243152830591556,-0.0336379086662476,-0.0664739336809846,-0.8244926192233422,-0.5421651724114405,-0.1916104478270448,0.7322846217609821,-0.0966155855940395,-0.7695016546126402,-0.024615780677653,-0.0243152830591556,0.6107543394565582,0.02411997913316,0.3651256758041563,0.998683866291552,0.998683866291552,-0.024315283059157786,0,-0.0,-0.024240441504446264,0,-0.0,-0.023169381029417558,0,-0.0,1,-0.0243152830591556
2025-02-11,ADA,0.713424072904242,0.822161952066165,0.711901818246949,0.780471606941028,1425704718.52289,1819119196.94481,0.0939799154293259,0.1414292235142158,0.1030339315446586,0.8254135519645018,0.5841051295240192,-0.2613078079880998,0.980427469190726,-0.0966155855940395,-0.7369024526031943,0.0898223449915252,0.0939799154293259,0.3852356347632594,0.3189571680998779,0.2963071908577112,0.5003284649072511,0.5003284649072511,0.09397991542932488,1,0.0939799154293259,0.08743886654383932,1,0.0939799154293259,0.09360966370990091,1,0.0939799154293259,1,0.0939799154293259
2025-02-12,ADA,0.780471606941028,0.808933265821711,0.750232611745368,0.80157230461981,918003820.19889,1181074496.16675,0.0270358299919248,0.1235565704374535,0.1437841781394995,0.3231035677207678,0.0688007558703098,-0.2557149400027938,0.9817747380767674,-0.0966155855940395,-0.7297893920404819,0.0266768183533547,0.0270358299919248,0.6544476405382156,0.007132683882839001,0.3384197005754977,0.9989894321159605,0.9989894321159605,0.027035829991922878,1,0.0270358299919248,0.03486095015159412,1,0.0270358299919248,0.027674411488143442,1,0.0270358299919248,1,0.0270358299919248
2025-02-13,ADA,0.80157230461981,0.83209986889,0.771905013153702,0.81273335282742,612556103.036934,771616648.226779,0.0139239444068663,0.0413362197925921,0.1886115927750873,-0.1519755483384983,-0.3635232961003964,-0.2864370372630223,0.9735615764993372,-0.0966155855940395,-0.726026994557108,0.0138278968400261,0.0139239444068663,0.5359757152199744,0.1346063572598504,0.32941793306445466,0.7934190563772574,0.7934190563772574,0.013923944406863696,1,0.0139239444068663,0.01697300695366847,1,0.0139239444068663,0.013622948612341647,1,0.0139239444068663,1,0.0139239444068663
2025-02-14,ADA,0.81273335282742,0.830862503081174,0.79310973518941,0.802170939204927,584499173.947807,720689236.603246,-0.0129961611465154,0.000746825435044,0.1243956710619671,-0.2022874337616826,-0.4246446324620514,-0.2736520246350007,0.9730698488842292,-0.0966155855940395,-0.7295875918856389,-0.0130813501403281,-0.0129961611465154,0.635637596309185,0.0346415568767697,0.32972081648785384,0.9986705702338726,0.9986705702338726,-0.012996161146518014,0,-0.0,-0.008399740198109164,0,-0.0,-0.013085062932258728,0,-0.0,1,-0.0129961611465154
2025-02-15,ADA,0.802170939204927,0.815862706222231,0.777424004380345,0.783065453842059,353890837.133168,444740292.413983,-0.0238172245205049,-0.0365038531790892,0.0033234353152156,-0.6878729911834647,-0.9326421078049664,-0.2837885622459761,0.9476425416808176,-0.0966155855940395,-0.7360280649228291,-0.0241054401433753,-0.0238172245205049,0.1419559507369995,0.0258512885887175,0.8321927990913391,0.5573045801962739,0.5573045801962739,-0.02381722452050746,0,-0.0,-0.021236158387501796,0,-0.0,-0.023169381029417558,0,-0.0,1,-0.0238172245205049
2025-02-16,ADA,0.783065453842059,0.789440250757738,0.76365419641584,0.773032334397589,316663808.135748,407120986.838392,-0.0128126191689891,-0.0363246826620504,-0.0356049854239383,-0.794660441179488,-1.0399912637723716,-0.2826502356526644,0.7825281512070005,-0.0966155855940395,-0.739410236798274,-0.0128954087013985,-0.0128126191689891,0.5915043575763702,0.0185949986642808,0.3904006541275885,0.995508849147259,0.995508849147259,-0.012812619168991506,0,-0.0,-0.013789763883687457,0,-0.0,-0.013143121833692872,0,-0.0,1,-0.0128126191689891
2025-02-17,ADA,0.773032334397589,0.831069122690837,0.772636316315206,0.811261844375664,793216325.690076,984285226.114538,0.0494539597853518,0.0360077058632344,-0.001810567324002,0.157084250382038,-0.0521713524236737,-0.2365925027965021,0.8231060746229384,-0.0966155855940395,-0.7265230411284215,0.0482699906029525,0.0494539597853518,0.651006246805191,0.00711967748650925,0.3421240675082954,0.9983110778766624,0.9983110778766624,0.049453959785350166,1,0.0494539597853518,0.04112317014123181,1,0.0494539597853518,0.050289479417984916,1,0.0494539597853518,1,0.0494539597853518
2025-02-18,ADA,0.811261844375664,0.81592415028167,0.736740104383674,0.755305518791609,683252886.126223,884880257.263916,-0.068974432819675,-0.022931531861205,-0.0584232339054425,-0.0453245397429924,0.0199837536803677,-0.148306426956199,0.7768942579510705,-0.0805055894906529,-0.7453859592558383,-0.0714685400194979,-0.068974432819675,0.6777352063655853,0.0001169997194665,0.3221477775804233,0.9990677233504316,0.9990677233504316,-0.06897443281967713,0,-0.0,-0.055749170521547,0,-0.0,-0.06994466735750296,0,-0.0,1,-0.068974432819675
2025-02-19,ADA,0.755305518791609,0.777221326076121,0.736064061563452,0.775155923908953,517265213.428121,680245276.379032,0.0262812923028843,-0.0445058777471502,-0.0101007264390202,-0.1630473987783887,-0.207751441067252,-0.1472356712237871,0.7804511490766937,-0.0805055894906529,-0.7386943732266225,0.0259418732103847,0.0262812923028843,0.346562728854522,0.023875558079162102,0.6295616935431025,0.47386192182612014,0.47386192182612014,0.026281292302882175,1,0.0262812923028843,0.015364839943463361,1,0.0262812923028843,0.026132334857447908,1,0.0262812923028843,1,0.0262812923028843
2025-02-20,ADA,0.775155923908953,0.811884757851376,0.771989738689451,0.804695977216486,504017043.614383,636829443.87169,0.0381085306793096,0.0653913644162105,0.0409603083984475,-0.0902504451284684,-0.2268461130663972,-0.1552555737010854,0.7618228198172895,-0.0805055894906529,-0.728736399732053,0.037400336772461,0.0381085306793096,0.6236290802955627,0.0312310218987986,0.3451398677995894,0.9987975889690724,0.9987975889690724,0.038108530679307605,1,0.0381085306793096,0.03584341272686382,1,0.0381085306793096,0.038407601499552066,1,0.0381085306793096,1,0.0381085306793096
2025-02-23,ADA,0.774222279806413,0.788517771243774,0.760548759802852,0.770276601396442,332025191.439513,430097325.54852,-0.0050963121481825,0.0107742720688879,-0.0062946335853379,-0.5218978292884167,-0.6409308701932304,-0.0384765076770922,0.8110275014989988,-0.0805055894906529,-0.7403391964009478,-0.0051093426374185,-0.0050963121481825,0.5699366583824158,0.0418368154997006,0.3877265257686376,0.9616993766092544,0.9616993766092544,-0.005096312148184831,0,-0.0,-0.0030457953439307598,0,-0.0,-0.005364588885263355,0,-0.0,1,-0.0050963121481825
2025-02-24,ADA,0.770276601396442,0.777653866483959,0.674729930982264,0.68215295485326,732551603.329227,1015039413.37106,-0.1144051972803299,-0.1189184648317974,-0.1522848701035055,0.2655108176378569,0.1671054557909457,-0.0018811771454902,1.02275780592842,-0.0985515284668939,-0.7700457418626664,-0.1214957662593229,-0.1144051972803299,0.6416084570884705,0.0226272102526854,0.3362642993931659,0.9985807805861382,0.9985807805861382,-0.11440519728033209,0,-0.0,-0.10047280232595836,0,-0.0,-0.11671349533059937,0,-0.0,1,-0.1144051972803299
2025-02-25,ADA,0.68215295485326,0.695308920535962,0.631536579663981,0.683916746003462,972478997.414444,1463222110.16242,0.0025856241443407,-0.1121153819763153,-0.1025490715359473,0.5643737671306788,0.4278010342605292,0.0146543881842635,0.8881143244811813,-0.0985515284668939,-0.7694511665807326,0.0025822871691042,0.0025856241443407,0.6640487928390503,0.0051370664831483,0.3308141357447021,0.9990112318719604,0.9990112318719604,0.00258562414433904,1,0.0025856241443407,-0.010695852170569863,0,0.0,0.0026088029381473466,1,0.0025856241443407,1,0.0025856241443407
2025-02-28,ADA,0.645514600103267,0.646566721882847,0.581328926764057,0.633386831754,808701983.61071,1321213940.24079,-0.0187877522016184,-0.0216265669423928,-0.0714885463037394,0.2825724192170966,0.3447641518764968,0.0770212958330034,0.8812354739738127,-0.0985515284668939,-0.7864848374932594,-0.0189664842069132,-0.0187877522016184,0.0558706262451596,0.5985621273517608,0.3450672471015714,-0.9934410027203322,-0.9934410027203322,-0.018787752201620173,0,-0.0,-0.015724002622998834,0,-0.0,-0.019314437887653534,0,-0.0,1,-0.0187877522016184
2025-03-01,ADA,0.633386831754,0.677084827131765,0.626279008946132,0.659408000676815,407248008.600198,631020701.700759,0.0410825858989776,0.0215229842536874,-0.0358358608264328,-0.4221966900151699,-0.3688149907100211,0.1047577229176921,0.9265284106091184,-0.0985515284668939,-0.777713082488842,0.0402611197224068,0.0410825858989776,0.6245284825563431,0.0178234323085052,0.3581480665378039,0.9986045696110302,0.9986045696110302,0.041082585898975635,1,0.0410825858989776,0.031858200017061335,1,0.0410825858989776,0.04010963515843368,1,0.0410825858989776,1,0.0410825858989776
2025-03-02,ADA,0.659408000676815,1.14880341377953,0.646332330105973,1.14237027338324,5865664236.75418,6043160018.63575,0.7324179752303785,0.8035901855107135,0.7645847216271233,2.2377385913943364,2.29218261826599,0.1265191650841737,3.01422321464237,-0.0985515284668939,-0.6149061484451175,0.5495181062167532,0.7324179752303785,0.21926284848898644,0.09286564357788299,0.6878715013265609,0.5477721488991555,0.5477721488991555,0.7324179752303825,1,0.7324179752303785,0.6427055454734699,1,0.7324179752303785,0.7313842268112218,1,0.7324179752303785,1,0.7324179752303785
2025-03-03,ADA,1.14237027338324,1.16885710992985,0.83226384116458,0.860983036572613,5764544583.12438,5863402083.73028,-0.2463187666615933,0.3056909162292567,0.3337932812594419,1.4036194044443526,1.7627292802370924,-0.0438324402534973,3.400611194667084,-0.115092728080564,-0.7097619910090789,-0.2827857678212312,-0.2463187666615933,0.35550505537912247,0.026004606704023853,0.6184903639538679,0.7415126962541024,0.7415126962541024,-0.2463187666615931,0,-0.0,-0.15337142987409233,0,-0.0,-0.2458132948764677,0,-0.0,1,-0.2463187666615933
2025-03-04,ADA,0.860983036572613,0.958239250855898,0.76254925003281,0.944002993718905,4103713439.46649,4802369196.77214,0.0964246142139761,-0.1736453444966238,0.4904051464169761,0.6533134250934935,1.1161289036531663,-0.1237134830772408,3.4008866551910857,-0.1063774640187104,-0.6817759029618968,0.0920545352254843,0.0964246142139761,0.2944339860421605,0.23625298598883088,0.4691880295342489,0.26694350693342367,0.26694350693342367,0.0964246142139747,1,0.0964246142139761,0.057985863693956044,1,0.0964246142139761,0.09689648774943782,1,0.0964246142139761,1,0.0964246142139761
2025-03-05,ADA,0.944002993718905,1.03092338010934,0.918794731694451,0.978953452122888,3086298121.15468,3183956056.58515,0.0370236732685513,0.1370182808942319,0.4845944409502041,0.1781916688599203,0.6642006411976027,-0.1923528303576326,3.402162788390099,-0.1063774640187104,-0.6699940779669782,0.0363547575968035,0.0370236732685513,0.0380927558357943,0.0295630676988512,0.9323441467285156,0.3444296890495461,0.3444296890495461,0.03702367326854964,1,0.0370236732685513,0.044706378930376836,1,0.0370236732685513,0.038108377225835086,1,0.0370236732685513,1,0.0370236732685513
